t_n211	t_n212	t_n213	t_n214	t_n215	t_n216	t_n217	t_n218	t_n219	t_n220	t_n221	t_n222	t_n223	t_n224	t_n225	t_n226	t_n227	t_n228	t_n229	t_n230	t_n231	t_n232	t_n233	t_n234	t_n235	t_n236	t_n237	t_n238	t_n239	t_n240	t_n241	t_n242	t_n243	t_n244	t_n245	t_n246	t_n247	t_n248	t_n249	t_n250	t_n251	t_n252	t_n253	t_n254	t_n255	t_n256	t_n257	t_n258	t_n259	t_n260	t_n261	t_n262	t_n263	t_n264	t_n265	t_n266	t_n267	t_n268	t_n269	t_n270	t_n271	t_n272	t_n273	t_n274	t_n275	t_n276	t_n277	t_n278	t_n279	t_n280	t_n281	t_n282	t_n283	t_n284	t_n285	t_n286	t_n287	t_n288	t_n289	t_n290	t_n291	t_n292	t_n293	t_n294	t_n295	t_n296	t_n297	t_n298	t_n299	t_n300	t_n301	t_n302	t_n303	t_n304	t_n305	t_n306	t_n307	t_n308	t_n309	t_n310	t_n311	t_n312	t_n313	t_n314	t_n315	t_n316	t_n317	t_n318	t_n319	t_n320	t_n321	t_n322	t_n323	t_n324	t_n325	t_n326	t_n327	t_n328	t_n329	t_n330	t_n331	t_n332	t_n333	t_n334	t_n335	t_n336	t_n337	t_n338	t_n339	t_n340	t_n341	t_n342	t_n343	t_n344	t_n345	t_n346	t_n347	t_n348	t_n349	t_n350	t_n351	t_n352	t_n353	t_n354	t_n355	t_n356	t_n357	t_n358	t_n359	t_n360	t_n361	t_n362	t_n363	t_n364	t_n365	t_n366	t_n367	t_n368	t_n369	t_n370	t_n371	t_n372	t_n373	t_n374	t_n375	t_n376	t_n377	t_n378	t_n379	t_n380	t_n381	t_n382	t_n383	t_n384	t_n385	t_n386	t_n387	t_n388	t_n389	t_n390	t_n391	t_n392	t_n393	t_n394	t_n395	t_n396	t_n397	t_n398	t_n399	t_n400	t_n401	t_n402	t_n403	t_n404	t_n405	t_n406	t_n407	t_n408	t_n409	t_n410	t_n411	t_n412	t_n413	t_n414	t_n415	t_n416	t_n417	t_n418	t_n419
run21	1.96696	0.6178493	0.5721662	0.4430272	0.3946675	0.3880289	0.3580924	0.2597884	0.2508658	0.2063198	0.2019301	0.1889211	0.1819929	0.1729463	0.1653308	0.1333513	0.1282614	0.1174131	0.0728392	0.0692139	0.0616294	0.057456	0.0457029	0.0174006	0.001808	0.0391497	0.0289217	0.0135111	0.0681881	0.1141976	0.1046237	0.0524703	0.1534312	0.1399519	0.1344861	0.0378473	0.0753671	0.1277423	0.083599	0.0738284	0.0661001	0.0589997	0.0119768	0.028986	0.1818202	0.1676535	0.1532161	0.1118389	0.0922729	0.075434	0.0647746	0.0390609	0.0672939	0.0606581	0.0722656	0.0541585	0.0399662	0.0325566	0.0282834	0.0136793	0.1971697	0.1866122	0.1471764	0.1359359	0.0897679	0.0401643	0.068124	0.0996689	0.0644283	0.0100736	0.0856929	0.1460065	0.107825	0.0652897	0.0531589	0.0363337	0.0248844	0.039576	0.2256985	0.122701	0.0816747	0.0801521	0.0782862	0.0658712	0.0507642	0.0428075	0.0311298	0.0231176	0.0230848	0.0344854	0.0587337	0.0367875	0.0312544	0.0227951	0.0146253	0.02624	0.0679825	0.0628639	0.0504145	0.0364418	0.023178	0.0743688	0.0623996	0.0475555	0.0202923	0.0151243	0.0116657	0.056938	0.0162569	0.0128855	0.0775025	0.0562978	0.0139837	0.0098219	0.0907528	0.0615924	0.049221	0.0221265	0.1539146	0.1296312	0.105291	0.0629511	0.0264473	0.0576796	0.0748978	0.0312216	0.1077462	0.0623028	0.0214457	0.1286325	0.0856534	0.2940182	0.2679043	0.1075606	0.3256509	0.1981543	0.147657	0.1084052	0.0731179	0.0554399	0.0165742	0.1302506	0.0429325	0.0168738	0.0906351	0.3400693	0.2878727	0.2361473	0.1516042	0.0967824	0.0699862	0.0650428	0.0472764	0.0255702	0.0114998	0.0130163	0.0341282	0.0223371	0.2704095	0.2353508	0.1757067	0.1231284	0.1600479	0.0431394	0.1475256	0.0646619	0.3258684	0.1665112	0.100753	0.0719506	0.0880083	0.1178213	0.4364943	0.3953905	0.3374864	0.2814929	0.254782	0.2484046	0.2132027	0.1033572	0.0873793	0.0731968	0.0631569	0.0287826	0.0247513	0.0170964	0.0434558	0.0267866	0.0584337	0.0514105	0.0757977	0.0692986	0.0591849	0.0345634	0.062891	0.0524247	0.1484992	0.0501916	0.3022101	0.3288284	0.2000718	0.1729232	0.0901704	0.0725581	0.3771128	0.1789307	0.0777406	1.2062042	0.2672729
run22	1.9684923	0.6177971	0.571962	0.4423093	0.3943967	0.3876263	0.3577532	0.2604547	0.2517521	0.2071132	0.2028793	0.1897367	0.183001	0.1742079	0.1659037	0.1334436	0.1284442	0.1175082	0.0726683	0.0687976	0.0612919	0.0571474	0.0455112	0.0174735	0.0018044	0.0390148	0.0286363	0.0133617	0.0678717	0.114631	0.1047061	0.0519563	0.1541117	0.1402756	0.1345078	0.0384463	0.0755925	0.1283451	0.0840301	0.073726	0.0663916	0.0590772	0.0120883	0.0289091	0.1827419	0.168458	0.1536784	0.112228	0.0918491	0.0756594	0.0647679	0.0390595	0.0679895	0.0607255	0.0724056	0.0542677	0.0404716	0.0329834	0.0286645	0.0137062	0.1982252	0.1871761	0.1480224	0.1365111	0.0906198	0.0400836	0.0681697	0.1003448	0.0650029	0.0100963	0.0852112	0.1465198	0.1085984	0.065519	0.0534017	0.0367091	0.025084	0.0399841	0.2263584	0.122202	0.0810563	0.0797557	0.077993	0.0655941	0.0507643	0.0427253	0.0310345	0.0231631	0.0231662	0.0343905	0.0585379	0.0366208	0.0311145	0.0227628	0.0145295	0.0265199	0.0673725	0.0624931	0.0501851	0.0363648	0.0231322	0.0737416	0.062369	0.04744	0.0202784	0.0151882	0.0117134	0.0567178	0.0163342	0.0130053	0.0771631	0.0559386	0.0139802	0.0099342	0.0912392	0.0616216	0.049173	0.0219222	0.154274	0.1297685	0.1054895	0.0632424	0.026724	0.0577304	0.0753259	0.0311205	0.1090568	0.0632362	0.021633	0.1295932	0.0873752	0.2935005	0.2682634	0.1071636	0.3251342	0.198441	0.146681	0.1082397	0.0730429	0.0557614	0.0165394	0.1304495	0.0428375	0.0172617	0.0906624	0.3396873	0.2879012	0.2360356	0.1514322	0.0966792	0.0698991	0.0653399	0.0476384	0.0256355	0.0114584	0.0129789	0.0344218	0.0219723	0.2700869	0.2355852	0.1754931	0.1226405	0.1603398	0.0428463	0.1486064	0.0651378	0.3261893	0.1671822	0.1006509	0.0724992	0.0872798	0.1178853	0.4359439	0.3945786	0.3379606	0.2818651	0.2555486	0.2490068	0.2136008	0.1036907	0.0875456	0.0730416	0.0629134	0.0287759	0.0246632	0.0170216	0.0431806	0.0267821	0.0584768	0.0514104	0.0757276	0.0691068	0.0592793	0.0344101	0.0624748	0.0526619	0.1485665	0.0506555	0.3017007	0.3293466	0.2002449	0.1729124	0.0913341	0.0725351	0.3774698	0.1770489	0.0766824	1.2163141	0.2744093
run23	1.9640182	0.6180705	0.5719012	0.4425387	0.3941383	0.387233	0.3570448	0.2581292	0.2495714	0.2046605	0.2000684	0.1874096	0.1806122	0.1718279	0.163813	0.1317922	0.1261953	0.1159405	0.0714655	0.0677626	0.0602338	0.0560529	0.0446812	0.0171148	0.0017873	0.0385825	0.0280924	0.0132507	0.0669404	0.1128241	0.1033148	0.0511046	0.1520372	0.1384867	0.1332037	0.0377888	0.0743275	0.1268754	0.0827843	0.0727334	0.065666	0.0585624	0.0121428	0.0283917	0.1803607	0.166333	0.1518013	0.1103968	0.0911279	0.0744275	0.0637229	0.0385784	0.0664825	0.0596809	0.0714061	0.0535151	0.0395374	0.0320686	0.0282398	0.0134174	0.1953546	0.1848843	0.1460839	0.1349139	0.0899298	0.0397451	0.0673863	0.0985992	0.0638008	0.0099552	0.0843439	0.1443777	0.1064069	0.0642293	0.0518951	0.0357116	0.0243527	0.0391297	0.2239867	0.1201659	0.0792659	0.0778955	0.0761927	0.0640901	0.0496224	0.0419003	0.0304352	0.022499	0.0225855	0.0339321	0.0572536	0.0356951	0.0300878	0.022281	0.014041	0.025976	0.0660276	0.0612919	0.0492766	0.0359403	0.0228002	0.0722232	0.060769	0.046107	0.0198447	0.0146281	0.011279	0.0557386	0.0161118	0.0128191	0.0755486	0.0550564	0.0136962	0.00971	0.0904655	0.0608915	0.0489073	0.0219107	0.1523289	0.1279139	0.1037605	0.0624665	0.0263214	0.0571567	0.0741773	0.0304789	0.1065366	0.0622633	0.0214906	0.1274273	0.0855732	0.293172	0.2678192	0.1074422	0.3252433	0.1968842	0.1453863	0.1070492	0.0721007	0.0551679	0.0164131	0.1292465	0.0423691	0.0167747	0.0895317	0.3393086	0.2878243	0.2357407	0.1515732	0.0968797	0.0698589	0.0651716	0.0474006	0.0255696	0.0113607	0.0128187	0.0342357	0.0219261	0.2700743	0.234304	0.1745753	0.1222641	0.1600681	0.042132	0.1481974	0.0645241	0.3256942	0.1659967	0.1003444	0.071994	0.0872269	0.1183523	0.4360703	0.3943188	0.3372557	0.2811648	0.2544898	0.2484868	0.213227	0.1030559	0.0875951	0.0734375	0.0630596	0.0290346	0.0248958	0.0172792	0.0430131	0.0268496	0.0587667	0.0516478	0.0754586	0.0689344	0.0589499	0.0341612	0.0627544	0.0527395	0.1484948	0.0501788	0.3006967	0.3288719	0.1975272	0.1715279	0.089405	0.0722929	0.3777427	0.1786379	0.0771412	1.2137863	0.26607
run24	1.9668399	0.6178834	0.5720143	0.4428439	0.3948185	0.3880993	0.3582686	0.2605247	0.2514921	0.2066104	0.2021475	0.1892161	0.182313	0.1733423	0.165747	0.1330167	0.127967	0.1170317	0.072202	0.0684105	0.0611256	0.0567691	0.0451526	0.0172222	0.0017953	0.0386416	0.0283848	0.0133677	0.0682281	0.1142221	0.1042242	0.0521354	0.153808	0.1402974	0.1348174	0.0382753	0.0757311	0.1280055	0.0838387	0.074074	0.0665524	0.0590466	0.0123525	0.0285918	0.1820867	0.1679163	0.1532566	0.1118777	0.0922685	0.0756863	0.0647294	0.0390273	0.0674431	0.0605883	0.0727466	0.0543971	0.0401915	0.0324379	0.0283126	0.013582	0.1973865	0.1870234	0.1474779	0.136351	0.0906184	0.0399477	0.0679643	0.0999094	0.0646355	0.0100339	0.0861794	0.1462117	0.1082424	0.0657596	0.0533585	0.0366523	0.0249327	0.0396805	0.2264988	0.1229624	0.081622	0.0801639	0.0783984	0.0659679	0.050994	0.0431129	0.031321	0.023351	0.0231815	0.0345438	0.0588445	0.0367362	0.0311288	0.0228894	0.0145367	0.0263779	0.0678841	0.062653	0.0502779	0.0364022	0.0231069	0.0741535	0.0622128	0.0472874	0.0201523	0.0150426	0.0115715	0.056879	0.016408	0.0130545	0.0775726	0.0564648	0.0140197	0.0099175	0.0913392	0.0620695	0.0497442	0.0222573	0.1535557	0.1290871	0.1048811	0.0630365	0.0267166	0.0576377	0.0748089	0.0309881	0.1080056	0.0631367	0.0216173	0.1283129	0.0860512	0.2940288	0.2686344	0.1082357	0.3255724	0.1980676	0.1469411	0.1078133	0.0723516	0.0559769	0.0166514	0.1303715	0.0423285	0.016833	0.0903136	0.3399215	0.2881067	0.2361603	0.1518046	0.0969568	0.0699944	0.0652475	0.0475241	0.0256515	0.0114665	0.0128261	0.034318	0.022353	0.270319	0.2352941	0.1754495	0.1232027	0.1603141	0.0423389	0.1482733	0.0647709	0.3260508	0.1672042	0.099952	0.0722674	0.0879052	0.1174334	0.4363682	0.3946492	0.3373258	0.2810026	0.2544414	0.2482223	0.2131798	0.1034021	0.0875071	0.0731045	0.0632379	0.0289203	0.0248395	0.0172189	0.0433999	0.0266819	0.0583378	0.0514812	0.0759476	0.0693585	0.0592418	0.0344434	0.0628129	0.0530868	0.149129	0.0507108	0.3024889	0.3291262	0.1984134	0.1725404	0.0907458	0.0732658	0.3794571	0.1783505	0.0775271	1.212333	0.2694934
run25	1.9601611	0.6178141	0.5718391	0.4422951	0.3943558	0.3874929	0.3575335	0.2594508	0.250475	0.2064825	0.2021101	0.1888861	0.1819192	0.1731673	0.1653263	0.1323782	0.1271208	0.1165914	0.07206	0.0683028	0.0608021	0.056366	0.0446864	0.0171007	0.0017972	0.0384903	0.0282889	0.0132003	0.0676434	0.1130356	0.1036976	0.0515032	0.1530901	0.1392476	0.1341729	0.0380922	0.0752253	0.12747	0.0831319	0.0732168	0.0658251	0.0588852	0.0122515	0.0285628	0.1818704	0.1671586	0.1527844	0.1111313	0.0914118	0.0754242	0.06443	0.0389918	0.0672472	0.060364	0.0721531	0.0537814	0.0399429	0.0321123	0.0281642	0.013684	0.1973488	0.1864436	0.1471134	0.1358033	0.0900316	0.0399556	0.0677876	0.0996319	0.0639763	0.0100535	0.0852194	0.1452973	0.1075857	0.0651536	0.0530691	0.0362689	0.0246102	0.0397766	0.2256874	0.1218596	0.0804677	0.07919	0.0772633	0.0649227	0.0503018	0.0425033	0.0307047	0.0228642	0.0227713	0.0344006	0.0580334	0.0363558	0.0307635	0.0225689	0.0144963	0.0262121	0.0670819	0.0617824	0.0497513	0.0361049	0.0228411	0.0734233	0.0615913	0.0467954	0.0201705	0.0148205	0.0115852	0.0563	0.0162155	0.0129955	0.0766652	0.0555713	0.0137944	0.0096117	0.0910256	0.0612781	0.0490087	0.0218415	0.1534613	0.129057	0.1048649	0.0629345	0.0266268	0.0575861	0.0741944	0.0307514	0.1077774	0.0622545	0.0215261	0.1292669	0.0884079	0.2937469	0.2680481	0.109503	0.3254435	0.1971776	0.146545	0.1072289	0.0730379	0.0555801	0.0164462	0.1298058	0.0424012	0.0165647	0.089925	0.3393824	0.2882658	0.2362283	0.1517377	0.0967809	0.069985	0.0654339	0.0473272	0.0254501	0.011321	0.0129456	0.0343237	0.0224155	0.2702964	0.2351922	0.175035	0.1224304	0.1598794	0.04259	0.1482499	0.0645051	0.3257441	0.1665095	0.1007366	0.0721712	0.0879408	0.1173438	0.4360252	0.3943924	0.3376577	0.2818716	0.2553583	0.2488437	0.2139366	0.1032018	0.0872514	0.0730088	0.062979	0.0288496	0.024773	0.0172033	0.04317	0.0268128	0.0583838	0.0513645	0.0756476	0.069055	0.058961	0.0336098	0.0624564	0.0527665	0.1479311	0.0505184	0.3016017	0.3285543	0.1987219	0.172767	0.0903001	0.0730141	0.3773249	0.1770096	0.0766379	1.2104363	0.2670066
run26	1.9711745	0.617534	0.5721265	0.4428585	0.3947427	0.3877849	0.3577772	0.2608626	0.2517773	0.2074471	0.2028605	0.189761	0.1831027	0.1741966	0.1665961	0.1334452	0.1284396	0.1175434	0.072817	0.0687668	0.0614675	0.0571565	0.0453985	0.0175173	0.0017827	0.0390334	0.028804	0.0136095	0.0683746	0.1145925	0.1048408	0.0520901	0.1542609	0.1404941	0.1353003	0.0386146	0.076059	0.128484	0.083994	0.0739133	0.0666913	0.059445	0.0120599	0.0287423	0.1828289	0.1685843	0.1533636	0.1120092	0.0926081	0.0757675	0.0647592	0.0391319	0.0677296	0.0603862	0.0727982	0.0545655	0.0405157	0.0325813	0.0285762	0.0137073	0.1983407	0.1875314	0.1483325	0.1371081	0.0912778	0.0404091	0.0686866	0.1004579	0.0647645	0.0101776	0.0860613	0.1466695	0.1088532	0.0653659	0.0533723	0.0365895	0.0247907	0.0401791	0.2265719	0.1219782	0.0807918	0.0795797	0.077865	0.0651952	0.0505808	0.0424013	0.0307641	0.0229462	0.0230388	0.0343964	0.0582622	0.0364467	0.0310216	0.0227619	0.0145323	0.0261985	0.0673903	0.062465	0.0502636	0.0364094	0.0230378	0.0736047	0.062101	0.0472722	0.0203317	0.0150845	0.0118097	0.0567772	0.0162356	0.0129426	0.0769159	0.0558701	0.0137544	0.0098481	0.0912046	0.0614066	0.0491091	0.0218935	0.1548835	0.1296978	0.10555	0.0630578	0.0265654	0.0576666	0.0751598	0.0310903	0.1084245	0.063578	0.0215807	0.1294127	0.0885994	0.2935224	0.2676578	0.1086643	0.3253426	0.1981486	0.1466659	0.1073963	0.0727844	0.0555619	0.0163057	0.1303158	0.0419411	0.016732	0.090401	0.3399237	0.2880901	0.2361656	0.1525344	0.0971484	0.0699654	0.0654412	0.0476122	0.0256543	0.0115341	0.0130083	0.0341379	0.0220412	0.2701642	0.235148	0.1760762	0.1225334	0.1599212	0.0424138	0.1487983	0.0648074	0.3261326	0.1672903	0.1012568	0.0722667	0.0872631	0.118076	0.4368886	0.3947767	0.3376282	0.2815145	0.2544531	0.2481957	0.2131278	0.1031566	0.0869517	0.0726051	0.0629858	0.0285242	0.0245456	0.0170292	0.043137	0.026802	0.0585175	0.0517717	0.0759633	0.0694563	0.0591702	0.0337236	0.0627413	0.0526871	0.1485805	0.0503458	0.3010263	0.3306374	0.1997417	0.172663	0.0908446	0.0728853	0.3772518	0.1790137	0.0767874	1.2309144	0.2707937
run27	1.9639715	0.6176951	0.5723309	0.4426589	0.3948656	0.3879412	0.3577597	0.2594212	0.2504907	0.2059146	0.2011861	0.1882781	0.1815499	0.172871	0.1649337	0.1327238	0.1274377	0.1167671	0.0721335	0.068368	0.0607927	0.0565495	0.0450759	0.0173586	0.0017953	0.0386014	0.0284182	0.0133054	0.0675379	0.1135845	0.1038095	0.0516188	0.1526336	0.1395321	0.1340835	0.0381093	0.0753333	0.1276536	0.0836755	0.0735224	0.0658036	0.0588565	0.0120501	0.0284293	0.1811659	0.167226	0.1527936	0.1111428	0.0914618	0.0752262	0.064249	0.0386256	0.0668608	0.0601182	0.0722999	0.0540002	0.0399675	0.0324512	0.0285234	0.0136016	0.1965825	0.1860098	0.1469325	0.1360119	0.0902429	0.0401202	0.0679534	0.0997444	0.0645212	0.0101342	0.0850575	0.1453695	0.1073985	0.064897	0.0525522	0.0361463	0.0244478	0.0398842	0.2252895	0.1214199	0.080105	0.0789355	0.0770282	0.0649528	0.0501509	0.0423904	0.030942	0.0229279	0.0230932	0.0340352	0.058124	0.0363891	0.0307825	0.0225718	0.0142587	0.0261916	0.0668323	0.0620046	0.0498684	0.0361413	0.0229499	0.0733847	0.0613857	0.0466944	0.0201245	0.014993	0.0116895	0.0562009	0.0161689	0.0129032	0.0763449	0.0554904	0.0138269	0.0097694	0.0908466	0.0613821	0.0488897	0.0218062	0.1532629	0.1287876	0.1044309	0.0629459	0.0262541	0.0573381	0.0745021	0.0310228	0.107297	0.0621582	0.0213317	0.1295328	0.0873941	0.2937334	0.2678143	0.1079135	0.3255972	0.1982504	0.1470456	0.1080108	0.0733628	0.0556429	0.0162382	0.1309715	0.042842	0.0167233	0.0906474	0.339874	0.2880175	0.2356752	0.1512622	0.096661	0.0700054	0.0651499	0.0473518	0.0252837	0.0113374	0.0129027	0.0341317	0.0223374	0.2707121	0.23465	0.175035	0.1222091	0.1598904	0.0421755	0.1481875	0.0647576	0.3259604	0.1674044	0.1007288	0.0716835	0.0883558	0.1164364	0.4363945	0.394784	0.3375037	0.2813297	0.2553241	0.2490982	0.2136077	0.1031083	0.0869617	0.0725179	0.0624689	0.0285919	0.0244219	0.017059	0.0430897	0.0266076	0.0579619	0.0508996	0.0757346	0.0693392	0.0594882	0.0344306	0.0629806	0.0529179	0.1484197	0.0501003	0.3013328	0.3294976	0.1982484	0.1730915	0.0897846	0.0717181	0.3808864	0.1804652	0.0777683	1.2147003	0.2695321
run28	1.9659009	0.617901	0.5718245	0.4426375	0.3947843	0.3879065	0.3580211	0.2594703	0.2506885	0.2062628	0.2016636	0.1885566	0.1819423	0.1729604	0.1653252	0.1329042	0.1274616	0.1171045	0.0724001	0.0687929	0.0614343	0.0571694	0.0454424	0.0174693	0.0017865	0.0389052	0.0287104	0.0135186	0.0678482	0.1137655	0.1039924	0.0516856	0.1536144	0.1399455	0.1343983	0.0382984	0.0757401	0.128012	0.0838395	0.0737045	0.0662108	0.0594033	0.0122575	0.0289224	0.1814652	0.1675477	0.1527952	0.1115582	0.0927278	0.0753712	0.0646702	0.0388139	0.0672829	0.0603875	0.0723125	0.0542105	0.0398917	0.0324254	0.0283535	0.0136195	0.1971959	0.186191	0.1470725	0.1358982	0.0903078	0.040357	0.0680787	0.0997686	0.0648251	0.0102008	0.0855664	0.145721	0.1078681	0.0655818	0.0530757	0.0365264	0.0249395	0.0399975	0.2254487	0.1216237	0.0807372	0.0794278	0.0777711	0.0653124	0.0506059	0.0426176	0.0308284	0.0229458	0.0229736	0.0343031	0.0583365	0.0363451	0.0309496	0.0228006	0.0144233	0.0260752	0.0672101	0.0622404	0.0502387	0.0364029	0.0231417	0.0735088	0.0618379	0.0470784	0.0201963	0.0150797	0.0115803	0.0566235	0.0163532	0.0130925	0.0768245	0.0557457	0.0140093	0.0096227	0.090851	0.0618024	0.0491149	0.0221527	0.153218	0.128643	0.104582	0.0627033	0.0265615	0.056956	0.0746451	0.031043	0.1079617	0.0625518	0.0214451	0.1281522	0.0848088	0.2941266	0.2678733	0.1091024	0.3255487	0.1970227	0.14657	0.1075285	0.0726932	0.0556854	0.0164789	0.1302591	0.0425643	0.0168549	0.0903025	0.3399879	0.2883125	0.2362306	0.1519109	0.0969017	0.0700046	0.065481	0.0475247	0.0255773	0.0114052	0.0129376	0.0343929	0.0226857	0.2708044	0.2353779	0.1756248	0.1232084	0.1597029	0.0429318	0.148526	0.0647761	0.3262029	0.1671561	0.1000189	0.0715287	0.0871144	0.1176203	0.4365312	0.3946628	0.3374058	0.2815301	0.2545566	0.248286	0.2130784	0.1024538	0.086259	0.0724186	0.0623709	0.0283302	0.0243258	0.0168289	0.0429907	0.0265849	0.0576164	0.0510763	0.0763185	0.0699803	0.0595498	0.0345871	0.0630406	0.053091	0.1483986	0.0509394	0.301692	0.3296485	0.1989914	0.1728101	0.0907248	0.0732782	0.3781633	0.1764699	0.0758635	1.2282015	0.2700743
run29	1.9623821	0.6179615	0.5718013	0.4428086	0.3943071	0.3875902	0.357849	0.2615745	0.2525691	0.2078248	0.2035991	0.1901634	0.1836115	0.1741024	0.1664795	0.133982	0.1284765	0.1179445	0.0730067	0.0691718	0.0616706	0.0573288	0.0456259	0.0172737	0.0017871	0.0389411	0.0286399	0.013602	0.0685392	0.1144057	0.1048866	0.0519773	0.154416	0.1408629	0.1353041	0.0386259	0.0756859	0.1284486	0.0843772	0.0741049	0.0665312	0.0595874	0.0122793	0.0287874	0.183132	0.1688347	0.1540701	0.1123937	0.0926622	0.0761225	0.0650193	0.0391563	0.0677042	0.060642	0.07288	0.0539317	0.0400289	0.032458	0.0284457	0.0136028	0.1989588	0.1883408	0.148528	0.1373691	0.0910686	0.0405231	0.0683664	0.100426	0.0648774	0.0101027	0.0859197	0.1473177	0.1086507	0.06573	0.0534164	0.0366543	0.0250839	0.0404485	0.227174	0.1228183	0.0810406	0.0798232	0.0779465	0.0652445	0.0506679	0.0425038	0.0310491	0.0232079	0.0230607	0.034678	0.058565	0.0365386	0.0311222	0.0227011	0.014437	0.0263481	0.0675252	0.0628106	0.0504557	0.0364922	0.0230609	0.074041	0.0619607	0.0473532	0.0203162	0.0151461	0.01172	0.057004	0.0162364	0.0129896	0.0771623	0.0559086	0.0139947	0.0098264	0.0918336	0.0616606	0.0494869	0.0220874	0.1541574	0.1294798	0.1053917	0.0632781	0.0265771	0.0575336	0.0750253	0.0311811	0.1086236	0.0631636	0.0216904	0.1278239	0.0862531	0.294981	0.2690313	0.1077236	0.3253169	0.1987017	0.1479045	0.1085352	0.0732635	0.0556809	0.0165866	0.1312124	0.0424409	0.0171394	0.0911796	0.3394773	0.2874461	0.2354931	0.1517126	0.0971643	0.070109	0.0653558	0.0476775	0.0256989	0.0113258	0.0129667	0.0345069	0.0220464	0.2695951	0.2342644	0.1746751	0.1217123	0.1595514	0.0423756	0.1478245	0.0646758	0.3254731	0.1677376	0.1002104	0.0723608	0.0873625	0.1161153	0.4364184	0.3944434	0.3370364	0.2810956	0.254554	0.2480567	0.2130194	0.1034611	0.0873158	0.0727744	0.0629787	0.0291329	0.024703	0.0171295	0.0429902	0.0265862	0.0584186	0.0518504	0.0762874	0.0700736	0.059754	0.0346022	0.0631876	0.0532609	0.1487123	0.0502959	0.301785	0.3309284	0.1995981	0.1726889	0.0902928	0.0730383	0.3776069	0.1769475	0.0764171	1.2197353	0.271593
run30	1.9596177	0.6179444	0.5719234	0.4426226	0.3948448	0.3880787	0.3582863	0.2610337	0.2521309	0.2070969	0.2025638	0.1896811	0.1829796	0.1738396	0.1663169	0.1337794	0.1282224	0.1175978	0.0727811	0.0692309	0.0616889	0.0573493	0.0454746	0.0174122	0.0018192	0.0389772	0.0287451	0.0134738	0.0681591	0.1144978	0.1048109	0.0519521	0.1538994	0.1404808	0.1350113	0.0379752	0.0757768	0.1277615	0.0839565	0.0742357	0.0663193	0.0591406	0.0124831	0.0286275	0.1826737	0.1681579	0.1536088	0.1123314	0.0923789	0.0760175	0.0648936	0.0391772	0.0679828	0.0606989	0.0731626	0.0547182	0.0401446	0.0329069	0.0287474	0.0137683	0.1976818	0.1871665	0.1479871	0.136528	0.0910867	0.0406147	0.0684156	0.0999064	0.0650154	0.0103267	0.0855124	0.1463979	0.1084443	0.0657944	0.0534741	0.0369371	0.0250819	0.040184	0.226935	0.1232091	0.081532	0.0803031	0.0782934	0.0658967	0.0509799	0.0430452	0.0314616	0.0231986	0.0232699	0.0345451	0.058609	0.0366852	0.0311516	0.0230012	0.0144869	0.0264769	0.067986	0.0626295	0.050176	0.036451	0.0232044	0.0742083	0.0622802	0.0472737	0.0202655	0.0151151	0.0117606	0.0569485	0.0163749	0.0130083	0.0777267	0.0563303	0.0140396	0.009707	0.0917717	0.0619486	0.0494676	0.0222804	0.1543304	0.1295474	0.1050709	0.0630101	0.0267315	0.0578304	0.0749248	0.0310544	0.1086529	0.0633971	0.0215081	0.1291719	0.0878786	0.2941352	0.2685167	0.1072075	0.3255131	0.1984154	0.1465792	0.1078106	0.073138	0.0554832	0.0163555	0.130211	0.0420741	0.0167484	0.0900786	0.3401128	0.2884913	0.2361822	0.1518789	0.0969193	0.0699541	0.0653842	0.0477395	0.0255633	0.011477	0.0129454	0.0341731	0.0223901	0.2703245	0.2352093	0.1758486	0.1219182	0.1602704	0.0428247	0.148867	0.0653323	0.3263222	0.1667095	0.099598	0.0719989	0.0876523	0.117209	0.4364083	0.3948338	0.3375248	0.2814678	0.2545149	0.2483742	0.2131476	0.1028441	0.0870342	0.0725866	0.0626289	0.0285573	0.0243523	0.017121	0.0429123	0.0266516	0.0582608	0.0513543	0.0758599	0.069481	0.0589588	0.0339978	0.0626636	0.0527833	0.1484319	0.0507133	0.3019895	0.3291244	0.1990811	0.1723546	0.0905139	0.0732438	0.3787164	0.1782605	0.0768927	1.2245357	0.2716187
